sales,quantity,profit,label
2304.0,4,-35712.0,1
9.36,4,-16.38,1
7.38,2,34686.0,1
53.72,4,150416.0,1
8187.65,5,327506.0,1
77.92,8,342848.0,1
32784.0,4,-852384.0,1
196776.0,3,147582.0,1
479.94,6,527934.0,1
1117.92,4,55896.0,1
106.5,6,41535.0,1
45.66,5,-33484.0,1
95968.0,4,11996.0,1
47992.0,2,-20568.0,1
264.32,2,19824.0,1
604656.0,9,2040714.0,1
129.93,3,12993.0,1
20.16,7,98784.0,1
29.46,6,144354.0,1
868.59,3,2518911.0,1
12.96,2,62208.0,1
5.5,1,1375.0,1
121.6,4,55936.0,1
42048.0,9,5256.0,1
25488.0,2,44604.0,1
6.9,3,-12075.0,1
9648.0,6,-16884.0,1
7968.0,2,28884.0,1
10368.0,2,36288.0,1
114.2,5,52532.0,1
17.96,4,82616.0,1
12.67,7,45612.0,1
339.96,4,1223856.0,1
1801632.0,6,-337806.0,1
46.32,4,180648.0,1
181986.0,2,-545958.0,1
431976.0,4,-1007944.0,1
155.37,1,-36253.0,1
1348704.0,6,-2191644.0,1
700152.0,3,787671.0,1
111888.0,7,223776.0,1
143952.0,3,143952.0,1
173.94,3,139152.0,1
14.76,4,69372.0,1
205.92,4,20592.0,1
102833.0,1,-6049.0,1
2304.0,1,2592.0,1
1879.96,5,2114955.0,1
313024.0,8,1056456.0,1
5.04,2,1764.0,1
821.88,6,2136888.0,1
21.96,2,107604.0,1
25.92,4,124416.0,1
705544.0,7,705544.0,1
50.0,2,12.0,1
51712.0,8,-32.32,1
6992.0,2,5244.0,1
1406.86,7,140686.0,1
15.75,5,7.56,1
323.1,2,61389.0,1
9216.0,4,33408.0,1
10368.0,2,36288.0,1
15.02,1,27036.0,1
33.82,2,91314.0,1
71.0,4,27.69,1
25.12,5,7.85,1
2665.62,9,2399058.0,1
478.08,8,1338624.0,1
164388.0,2,-356174.0,1
13248.0,4,36432.0,1
2912.0,2,0.91,1
1399944.0,7,524979.0,1
526.45,5,31587.0,1
16.23,3,79527.0,1
319.9,5,156751.0,1
11.36,2,53392.0,1
675.12,3,2903016.0,1
62.82,3,307818.0,1
489.92,8,0.0,1
19.44,3,93312.0,1
16.68,2,8.34,1
155.35,13,0.0,1
12.42,3,44712.0,1
187.98,2,526344.0,1
6608.0,2,21476.0,1
248.57,7,671139.0,1
22.23,1,97812.0,1
5.98,1,10166.0,1
246168.0,3,215397.0,1
14136.0,2,-77748.0,1
601.47,3,-300735.0,1
79.1,2,39.55,1
327.84,8,1573632.0,1
180.96,2,81432.0,1
914.97,3,4117365.0,1
587.97,3,1587519.0,1
530.34,2,954612.0,1
14.94,3,73206.0,1
121.94,2,353626.0,1
122.71,7,36813.0,1
14.94,3,70218.0,1
1349.85,3,3644595.0,1
136784.0,1,51294.0,1
61.12,4,207808.0,1
1167.0,1,-8558.0,1
16.99,1,49271.0,1
24672.0,3,0.0,1
2.52,1,882.0,1
1218735.0,5,-1218735.0,1
5904.0,2,19926.0,1
15696.0,3,51012.0,1
6096.0,3,-39624.0,1
41568.0,2,2598.0,1
230.28,3,23028.0,1
18288.0,6,5715.0,1
5.78,2,27166.0,1
121.68,13,38025.0,1
4.17,3,10842.0,1
67.04,4,6704.0,1
37.32,3,104496.0,1
18.45,5,86715.0,1
25.92,4,124416.0,1
2399.6,8,647892.0,1
63.9,5,28755.0,1
52.99,1,5299.0,1
60864.0,4,91296.0,1
652995.0,7,-9359595.0,2
11.22,10,-7.48,1
14.94,3,70218.0,1
39.96,2,171828.0,1
42624.0,2,42624.0,1
220.96,1,24858.0,1
4928.0,2,7392.0,1
7.23,5,-5784.0,1
323.1,2,61389.0,1
19.04,4,93296.0,1
13128.0,3,42666.0,1
64.14,3,166764.0,1
858.24,4,143.04,1
29.99,1,2999.0,1
186048.0,6,674424.0,1
36792.0,1,41391.0,1
18624.0,8,62856.0,1
57.69,3,236529.0,1
42.81,3,201207.0,1
12.96,2,62208.0,1
821.88,6,2136888.0,1
104.85,3,283095.0,1
4249575.0,5,19998.0,1
10776.0,3,35022.0,1
11784.0,3,42717.0,1
164.88,3,807912.0,1
1292.94,3,775764.0,1
25584.0,2,89544.0,1
261.74,2,65435.0,1
14.4,5,7056.0,1
10.86,3,51042.0,1
883.84,4,99432.0,1
1979.89,11,4949725.0,1
79.96,2,35982.0,1
8.76,2,42048.0,1
3984.0,1,12948.0,1
370.62,3,-142071.0,1
2742.0,2,-20108.0,1
79512.0,3,208719.0,1
28352.0,1,95688.0,1
40784.0,1,45882.0,1
105.96,4,296688.0,1
166.44,3,798912.0,1
785.88,6,2121876.0,1
26.2,2,12838.0,1
1325.85,5,238653.0,1
166.44,3,798912.0,1
8.76,5,7665.0,1
43584.0,1,43584.0,1
11088.0,7,-81312.0,1
25164.0,2,-16776.0,1
14.4,5,7056.0,1
619.95,5,111591.0,1
89.52,4,420744.0,1
350973.0,3,1520883.0,1
164.99,1,49497.0,1
312552.0,9,1015794.0,1
95952.0,3,29985.0,1
3204.0,2,-24564.0,1
3.98,5,-6567.0,1
15.7,5,7065.0,1
5248.0,4,1.64,1
5346.0,3,-4455.0,1
15.48,3,56115.0,1
108576.0,3,81432.0,1
109.9,5,37366.0,1
15384.0,1,40383.0,1
30352.0,2,106232.0,1
821.3,4,-16426.0,1
21376.0,4,74816.0,1
8016.0,3,1002.0,1
30768.0,2,80766.0,1
18936.0,3,59175.0,1
122352.0,3,15294.0,1
116.28,3,569772.0,1
132.6,6,17238.0,1
16.68,2,43368.0,1
19.44,3,93312.0,1
192.16,4,922368.0,1
227.36,7,818496.0,1
1919976.0,3,2159973.0,1
12828.0,2,-89796.0,1
45888.0,4,91776.0,1
60.12,9,222444.0,1
302376.0,3,37797.0,1
13.9,5,5.56,1
129.98,2,623904.0,1
71.98,2,151158.0,1
377.97,3,1096113.0,1
124.36,2,335772.0,1
23976.0,3,-143856.0,1
8376.0,3,27222.0,1
58.24,5,5096.0,1
81.2,5,12.18,1
14.45,5,67915.0,1
95648.0,2,310856.0,1
359.97,5,-71994.0,1
350352.0,4,-1401408.0,1
1641.0,1,-13128.0,1
629958.0,7,944937.0,1
6.63,3,17901.0,1
799.96,4,3439828.0,1
107.53,1,21506.0,1
73.98,2,199746.0,1
5.58,1,21762.0,1
49.12,4,230864.0,1
377.97,3,944925.0,1
42.28,7,198716.0,1
299.97,3,569943.0,1
89.98,2,431904.0,1
477.24,4,95448.0,1
25.98,2,15588.0,1
46.72,5,17.52,1
35.34,2,134292.0,1
257.64,6,1004796.0,1
125976.0,3,47241.0,1
79992.0,1,219978.0,1
700056.0,3,-1300104.0,1
27168.0,4,-13584.0,1
8226.0,3,-60324.0,1
585552.0,3,73194.0,1
423.28,11,1100528.0,1
225296.0,2,225296.0,1
5.56,2,2224.0,1
323.37,3,129348.0,1
783.96,5,685965.0,1
1447.65,5,4198185.0,1
11.96,2,58604.0,1
239.97,3,71991.0,1
76.92,4,315372.0,1
481.32,4,1251432.0,1
48.4,5,23232.0,1
0.99,1,4356.0,1
101.84,5,36917.0,1
10332.0,3,-75768.0,1
31155.0,5,-238855.0,1
8928.0,2,6696.0,1
34384.0,1,38682.0,1
1924.16,8,312676.0,1
32192.0,2,-80.48,1
50.12,7,-6265.0,1
47976.0,3,17991.0,1
54.5,5,14.17,1
19104.0,3,57312.0,1
49.44,3,242256.0,1
10368.0,2,36288.0,1
154.44,3,15444.0,1
60984.0,7,45738.0,1
195466.0,2,-137976.0,1
23.68,8,6216.0,1
2376.0,3,7425.0,1
59.2,4,29.6,1
22.0,10,9.68,1
257.98,2,748142.0,1
23988.0,2,-15992.0,1
23976.0,4,-155844.0,1
601536.0,4,0.0,1
7.9,2,2528.0,1
58.36,5,-24803.0,1
16464.0,7,14406.0,1
39.96,5,-23976.0,1
25.96,2,75284.0,1
36.27,3,10881.0,1
6.48,1,31104.0,1
1075088.0,14,940702.0,1
438368.0,4,383572.0,1
18088.0,7,65569.0,1
308499.0,3,-18147.0,1
13.36,4,41416.0,1
39.96,2,187812.0,1
145.85,5,70008.0,1
783.96,5,78396.0,1
7.88,1,1773.0,1
41.37,3,173754.0,1
12.84,3,5778.0,1
25.68,6,11556.0,1
47516.0,2,-20364.0,1
9.42,2,471.0,1
12.96,2,62208.0,1
704.9,5,56392.0,1
561568.0,2,280784.0,1
179.82,9,845154.0,1
185.58,6,760878.0,1
214.11,3,363987.0,1
999.96,4,2299908.0,1
653.55,3,1111035.0,1
114.6,5,51.57,1
60.74,1,15185.0,1
124.36,2,273592.0,1
1088.76,6,3157404.0,1
6.72,5,2352.0,1
298776.0,3,74694.0,1
302376.0,3,226782.0,1
8928.0,2,558.0,1
47584.0,2,-2974.0,1
33792.0,8,10.56,1
3005328.0,2,-972312.0,1
2724.0,2,-43584.0,1
3264.0,2,11016.0,1
108336.0,6,379176.0,1
55.92,5,6291.0,1
78304.0,2,29364.0,1
443.92,5,-94333.0,1
155976.0,3,545916.0,1
15.47,7,41769.0,1
7.16,2,34368.0,1
10.89,1,28314.0,1
19.44,3,93312.0,1
121.6,5,39.52,1
695.7,2,-27828.0,1
120.33,1,312858.0,1
1139.92,4,284.98,1
229544.0,7,832097.0,1
143728.0,2,-323388.0,1
36048.0,3,-9012.0,1
845488.0,8,-120784.0,1
50.94,3,142632.0,1
762594.0,3,-1143891.0,1
56.28,6,157584.0,1
2690.97,3,12647559.0,0
7434.0,6,-56994.0,1
64784.0,1,-129568.0,1
28.16,4,132352.0,1
14.98,1,68908.0,1
20.32,4,69088.0,1
40.29,3,104754.0,1
20.23,7,95081.0,1
1603136.0,4,100196.0,1
225296.0,2,225296.0,1
67.8,4,4068.0,1
377.97,3,982722.0,1
1628.82,9,3746286.0,1
286.93,7,1405957.0,1
20736.0,4,72576.0,1
31.44,3,84888.0,1
83.79,7,226233.0,1
59.52,3,154752.0,1
31.92,4,92568.0,1
14.72,5,-3312.0,1
38976.0,3,-2436.0,1
17088.0,2,1068.0,1
74352.0,3,23235.0,1
314352.0,3,-353646.0,1
4.26,1,17466.0,1
811.28,8,243384.0,1
6.03,3,29547.0,1
153568.0,2,-57588.0,1
1013488.0,7,760116.0,1
52.34,2,245998.0,1
4.66,2,13514.0,1
254.97,3,917892.0,1
25.44,6,12.72,1
27.93,3,80997.0,1
8.85,5,-137175.0,1
6.96,4,22272.0,1
17456.0,2,58914.0,1
307.92,5,-34641.0,1
6.63,3,17901.0,1
12.96,2,62208.0,1
32.4,5,15552.0,1
23.85,5,107325.0,1
51.96,2,12.99,1
17.94,3,86112.0,1
11.56,2,56644.0,1
26.4,5,11.88,1
69.08,11,290136.0,1
35.88,3,100464.0,1
49.65,5,20853.0,1
959968.0,4,119996.0,1
408422.0,2,-58346.0,1
479984.0,2,59998.0,1
12.6,4,6048.0,1
184.66,7,849436.0,1
23.12,5,8381.0,1
37464.0,7,121758.0,1
539658.0,3,-77094.0,1
310.12,2,806312.0,1
8.56,2,3852.0,1
52.4,5,14148.0,1
14.94,3,68724.0,1
11.22,3,2244.0,1
387136.0,4,24196.0,1
41.4,5,19458.0,1
35.0,4,10.5,1
39552.0,3,143376.0,1
135.72,3,352872.0,1
12.56,2,5652.0,1
263.96,4,712692.0,1
5952.0,1,372.0,1
15.8,5,2.37,1
14368.0,2,39512.0,1
70448.0,7,123284.0,1
129.3,2,6465.0,1
3882.0,3,-5823.0,1
6.08,1,3.04,1
19.9,1,8955.0,1
70.71,1,49497.0,1
18.84,3,79128.0,1
8.64,3,25056.0,1
1633188.0,4,-13065504.0,2
19.76,4,82992.0,1
6608.0,2,22302.0,1
7.28,2,2.73,1
144784.0,1,108588.0,1
156792.0,1,137193.0,1
431976.0,3,269985.0,1
35.89,1,161505.0,1
47208.0,7,153426.0,1
248.08,7,1165976.0,1
189.7,5,89159.0,1
59808.0,3,194376.0,1
90.99,1,145584.0,1
1526.56,7,4274368.0,1
368.97,3,405867.0,1
305.01,9,762525.0,1
18.7,1,7106.0,1
38.29,7,164647.0,1
26.25,3,11025.0,1
64.96,14,22736.0,1
43.7,5,20539.0,1
41.6,4,13.0,1
23.12,5,8381.0,1
113888.0,2,99652.0,1
113568.0,2,-56784.0,1
7.92,2,693.0,1
671984.0,2,503988.0,1
39.99,1,115971.0,1
191646.0,3,31941.0,1
2313.0,1,-19275.0,1
19936.0,4,72268.0,1
45.92,4,215824.0,1
20.34,3,93564.0,1
39.28,8,192472.0,1
81568.0,2,91764.0,1
97184.0,2,6074.0,1
24.32,5,8208.0,1
18.96,2,7584.0,1
32952.0,6,-197712.0,1
30016.0,4,32016.0,1
499584.0,3,437136.0,1
31104.0,6,108864.0,1
13272.0,8,-106176.0,1
28272.0,2,63612.0,1
259136.0,4,-518272.0,1
10.8,5,5184.0,1
244006.0,2,-313722.0,1
15936.0,4,53784.0,1
188552.0,7,-26936.0,1
22.58,2,58708.0,1
545.94,6,873504.0,1
20736.0,4,72576.0,1
43296.0,2,43296.0,1
123136.0,4,138528.0,1
11264.0,4,38016.0,1
53424.0,3,46746.0,1
275.49,1,-1708038.0,1
24.96,4,6.24,1
19.36,2,92928.0,1
1267.65,9,152118.0,1
12.99,1,7794.0,1
18.56,4,6496.0,1
449.15,5,8983.0,1
31248.0,7,109368.0,1
61.44,3,165888.0,1
895.92,4,4210824.0,1
55.36,4,18684.0,1
55.92,5,6291.0,1
24896.0,4,84024.0,1
3984.0,1,6474.0,1
95968.0,4,287904.0,1
206991.0,3,-1724925.0,1
44416.0,2,38864.0,1
9006.0,2,-72048.0,1
19.0,5,8.93,1
33376.0,4,10.43,1
207.48,1,62244.0,1
91.68,3,45.84,1
904.9,5,253372.0,1
34272.0,3,111384.0,1
191.82,3,748098.0,1
243.88,5,274365.0,1
12.03,5,-9223.0,1
2549985.0,5,-3399.98,1
21594.0,2,-158356.0,1
8964.0,6,-65736.0,1
20736.0,4,72576.0,1
344.22,2,-103266.0,1
727296.0,8,-1727328.0,1
22608.0,3,-101736.0,1
666.4,7,-33.32,1
5.04,3,2016.0,1
92.94,3,41823.0,1
66.69,3,220077.0,1
91.68,5,28.65,1
3277328.0,2,-144588.0,1
52272.0,11,176418.0,1
17.94,3,8073.0,1
254352.0,3,0.0,1
8288.0,2,26936.0,1
504.9,5,80784.0,1
403168.0,4,25198.0,1
194.32,4,310912.0,1
25.99,1,75371.0,1
195136.0,4,-12196.0,1
20736.0,4,72576.0,1
53.7,6,10203.0,1
36.26,7,166796.0,1
56.3,2,15764.0,1
32.4,5,15552.0,1
29.16,2,107892.0,1
171288.0,3,-64233.0,1
16.72,5,3344.0,1
12.96,2,62208.0,1
22.18,2,108682.0,1
2054272.0,8,256784.0,1
1022.97,5,-2557425.0,1
13.9,5,3614.0,1
26.38,1,121348.0,1
43176.0,7,134925.0,1
411.8,2,70006.0,1
360.0,4,129.6,1
41.96,2,29372.0,1
227.84,4,660736.0,1
37.94,2,182112.0,1
517.9,2,134654.0,1
5.28,2,24288.0,1
2799.96,5,8749875.0,0
8.96,2,43008.0,1
31.5,10,15.12,1
30.56,2,103904.0,1
24368.0,2,-33506.0,1
119976.0,3,224955.0,1
26.88,8,9744.0,1
83.97,3,235116.0,1
104.97,3,73479.0,1
90.8,8,25424.0,1
140736.0,8,492576.0,1
214.95,5,881295.0,1
45.36,7,217728.0,1
288.24,6,1383552.0,1
663936.0,4,82992.0,1
2934.33,7,7922691.0,0
124.41,3,149292.0,1
57.75,5,26565.0,1
114.46,2,28615.0,1
120666.0,2,184548.0,1
342864.0,3,385722.0,1
16.74,5,-14229.0,1
981372.0,2,-140196.0,1
31.84,8,105072.0,1
12.96,2,62208.0,1
43176.0,3,151116.0,1
58.34,2,280032.0,1
539.97,3,1349925.0,1
3928.0,1,13257.0,1
252784.0,4,-4170936.0,1
127984.0,2,15998.0,1
3984.0,2,-26892.0,1
12992.0,2,-32.48,1
61.0,5,25.62,1
671.93,7,1881404.0,1
447.86,7,2194514.0,1
479.95,5,1295865.0,1
166.44,3,798912.0,1
31.68,4,2772.0,1
10368.0,2,36288.0,1
12032.0,8,2256.0,1
5768.0,2,-135548.0,1
33.12,4,11592.0,1
2202656.0,4,-421096.0,1
10776.0,3,35022.0,1
242352.0,3,90882.0,1
695.16,6,34758.0,1
220.98,1,508254.0,1
12957.0,7,-95018.0,1
25.68,6,11556.0,1
15712.0,4,56956.0,1
298464.0,6,261156.0,1
21.93,3,100878.0,1
242.94,3,48588.0,1
7.64,1,37436.0,1
51.84,8,254016.0,1
265.17,1,477306.0,1
837.6,3,62.82,1
135.9,5,63873.0,1
34.68,6,169932.0,1
532704.0,6,-399528.0,1
43.1,5,11206.0,1
15.88,4,1588.0,1
1123.92,5,-182637.0,1
249584.0,2,31198.0,1
48672.0,3,73008.0,1
60768.0,2,7596.0,1
78.6,5,-62.88,1
3768.0,2,-3.14,1
1036624.0,2,518312.0,1
563808.0,4,211428.0,1
258528.0,2,-473968.0,1
49.12,4,230864.0,1
44.46,2,146718.0,1
241568.0,2,181176.0,1
395.0,5,39.5,1
627168.0,4,705564.0,1
13.28,2,63744.0,1
12672.0,3,44352.0,1
30.56,5,-45.84,1
77952.0,3,-155904.0,1
67992.0,1,8499.0,1
12224.0,2,44312.0,1
44784.0,2,-5598.0,1
22848.0,3,-177072.0,1
206.43,3,908292.0,1
210392.0,2,-3366272.0,1
119.96,5,35988.0,1
10608.0,6,9282.0,1
347802.0,7,-24843.0,1
963136.0,4,1083528.0,1
88776.0,3,77679.0,1
32.4,5,10368.0,1
32.4,5,15552.0,1
31.05,3,14904.0,1
2025.36,6,607608.0,1
1799994.0,2,-26399912.0,2
101988.0,2,-16998.0,1
262864.0,7,690018.0,1
735.98,2,331191.0,1
93024.0,3,337212.0,1
284364.0,2,-758304.0,1
26.0,2,11.7,1
67.64,5,59185.0,1
119976.0,3,-179964.0,1
5.18,5,-8029.0,1
15.56,2,73132.0,1
78.35,5,368245.0,1
59.52,3,154752.0,1
38.52,9,17334.0,1
239984.0,2,239984.0,1
19.35,3,94815.0,1
67.0,5,32.16,1
390272.0,8,-24392.0,1
62192.0,13,19435.0,1
23.88,6,112236.0,1
3168.0,2,-4752.0,1
528.43,5,0.0,1
13392.0,3,15066.0,1
181.86,7,509208.0,1
180588.0,2,-240784.0,1
47984.0,2,5998.0,1
18.76,2,91948.0,1
20.94,3,60726.0,1
58.68,2,181908.0,1
254.9,5,68823.0,1
9.64,2,44344.0,1
826.62,3,3554466.0,1
1633.14,9,4736106.0,1
544.38,3,1578702.0,1
26046.0,3,-442782.0,1
74352.0,3,269526.0,1
69.93,7,321678.0,1
3.75,1,1.8,1
20928.0,4,75864.0,1
12672.0,3,-3168.0,1
65.99,1,171574.0,1
6.37,7,-9555.0,1
3648.0,3,-60192.0,1
31104.0,6,108864.0,1
23.34,3,2334.0,1
29.97,3,140859.0,1
3366.0,3,-2244.0,1
95968.0,4,95968.0,1
18704.0,7,2338.0,1
149232.0,3,37308.0,1
15936.0,4,57768.0,1
601536.0,8,601536.0,1
10.99,1,42861.0,1
39.88,2,111664.0,1
62.24,8,28008.0,1
53.2,5,14896.0,1
39.84,8,183264.0,1
349.95,5,118983.0,1
377928.0,9,141723.0,1
13392.0,3,5022.0,1
11228.0,7,-185262.0,1
207.24,11,580272.0,1
1504.0,1,1692.0,1
34848.0,2,6534.0,1
75.18,6,353346.0,1
149.97,3,524895.0,1
931176.0,3,3142719.0,1
430.88,2,1249552.0,1
94.85,5,45528.0,1
51.12,4,23004.0,1
90.0,1,32.4,1
9408.0,2,34104.0,1
4672.0,2,1.46,1
318.4,2,107.46,1
12768.0,6,46284.0,1
15.36,2,-3264.0,1
230376.0,3,201579.0,1
7.16,1,-895.0,1
375.34,1,18767.0,1
114.9,5,39066.0,1
26046.0,3,-442782.0,1
2896.0,1,-47784.0,1
32544.0,2,-77292.0,1
3984.0,1,13944.0,1
181797.0,1,-155826.0,1
44.94,3,125832.0,1
45576.0,3,159516.0,1
318.43,5,-77333.0,1
122.92,7,46095.0,1
7068.0,3,-28272.0,1
56.45,5,14677.0,1
13468.0,13,-228956.0,1
219.8,5,247275.0,1
317058.0,3,-181176.0,1
49.08,3,4908.0,1
324.9,5,38988.0,1
18.24,3,52896.0,1
113888.0,2,99652.0,1
105584.0,2,79188.0,1
24.85,7,116795.0,1
60312.0,3,52773.0,1
7056.0,3,2205.0,1
27184.0,2,20388.0,1
107984.0,1,94486.0,1
19296.0,3,6.03,1
4608.0,2,16704.0,1
79974.0,3,-293238.0,1
2946.0,2,-20622.0,1
3136.0,2,-4704.0,1
20736.0,4,72576.0,1
99.98,2,79984.0,1
733.95,7,352296.0,1
241.44,3,72432.0,1
10.08,4,3528.0,1
281904.0,2,105714.0,1
201432.0,3,679833.0,1
135.98,2,33995.0,1
44.95,1,12586.0,1
2.97,3,13068.0,1
6.54,3,26814.0,1
7.92,8,34848.0,1
203.92,5,22941.0,1
3359952.0,6,1049985.0,1
18.24,3,9.12,1
27.78,6,91674.0,1
22.96,7,75768.0,1
28.99,1,84071.0,1
12.96,2,63504.0,1
22.96,7,66584.0,1
4164.05,5,83281.0,1
47984.0,2,131956.0,1
4624.0,1,16762.0,1
15.24,3,51816.0,1
63924.0,7,-468776.0,1
6.56,2,19024.0,1
13.11,3,34086.0,1
494376.0,3,494376.0,1
29.2,5,9855.0,1
248.85,5,273735.0,1
36.24,1,152208.0,1
11.68,2,3504.0,1
11.91,3,1191.0,1
3.48,2,11136.0,1
30.96,8,-52632.0,1
1704.89,11,7672005.0,0
19194.0,7,-12796.0,1
121792.0,4,137016.0,1
1919976.0,3,2159973.0,1
50997.0,1,-407976.0,1
76792.0,1,-163183.0,1
539964.0,6,-1079928.0,1
60312.0,3,52773.0,1
1944.0,3,-14256.0,1
12984.0,3,47067.0,1
217584.0,2,190386.0,1
328776.0,3,287679.0,1
2286.0,3,-36576.0,1
47984.0,2,143952.0,1
25344.0,6,88704.0,1
232.4,5,78435.0,1
86.45,7,38038.0,1
603.92,5,45294.0,1
81.98,2,401702.0,1
271764.0,2,483136.0,1
14376.0,3,48519.0,1
341.96,5,-427.45,1
181.35,9,489645.0,1
8.64,3,42336.0,1
43512.0,7,38073.0,1
662.88,3,74574.0,1
25.92,5,9072.0,1
68.94,3,20682.0,1
128.82,3,502398.0,1
896.99,5,-14800335.0,2
1234.0,1,-19744.0,1
67.56,3,6756.0,1
21.72,5,78735.0,1
262336.0,8,950968.0,1
148.48,2,16704.0,1
241176.0,3,150735.0,1
227976.0,3,28497.0,1
52.68,3,19755.0,1
2032.0,1,-13208.0,1
17.12,4,49648.0,1
431968.0,4,377972.0,1
129.92,4,103936.0,1
568728.0,3,284364.0,1
117144.0,9,424647.0,1
203.52,3,549504.0,1
51.75,5,24.84,1
122.97,3,602553.0,1
244615.0,1,20967.0,1
59.97,3,287856.0,1
81.54,9,36693.0,1
11.68,4,5256.0,1
29.0,5,13.92,1
50.8,5,13208.0,1
16.03,5,-25648.0,1
15712.0,4,56956.0,1
89.97,3,188937.0,1
435999.0,3,205176.0,1
83984.0,2,31494.0,1
359.98,2,935948.0,1
70.56,1,-4032.0,1
20.88,2,96048.0,1
3.81,1,18288.0,1
73008.0,9,264654.0,1
3208.0,2,-52932.0,1
26176.0,2,-3272.0,1
30.44,4,143068.0,1
35.28,3,119952.0,1
19.44,3,93312.0,1
37.88,2,18.94,1
9552.0,3,-38208.0,1
290666.0,2,34196.0,1
10368.0,2,36288.0,1
14352.0,3,4485.0,1
141.96,2,411684.0,1
66048.0,4,231168.0,1
1287.45,5,2446155.0,1
25824.0,6,90384.0,1
160.96,2,48288.0,1
28.44,3,11376.0,1
364.41,5,8098.0,1
39.96,4,103896.0,1
361764.0,2,683332.0,1
111672.0,9,69795.0,1
13776.0,6,-220416.0,1
10272.0,3,3.21,1
24048.0,9,72144.0,1
2896.0,1,9774.0,1
17.94,3,87906.0,1
384174.0,7,298802.0,1
1799.75,5,539925.0,1
580672.0,4,653256.0,1
18936.0,3,59175.0,1
222384.0,2,166788.0,1
50454.0,6,-33636.0,1
154764.0,3,-361116.0,1
6848.0,2,2.14,1
1091168.0,4,68198.0,1
219168.0,2,-438336.0,1
6928.0,1,-110848.0,1
40032.0,6,15012.0,1
443.92,4,133176.0,1
169.99,1,781954.0,1
25.92,4,124416.0,1
36.99,1,99873.0,1
629.1,6,301968.0,1
193.95,3,96975.0,1
5.46,3,14742.0,1
22288.0,7,-89152.0,1
65424.0,4,-523392.0,1
77.88,2,3894.0,1
281372.0,2,-120588.0,1
281372.0,2,-120588.0,1
7488.0,8,-52416.0,1
22336.0,4,78176.0,1
10368.0,2,36288.0,1
65.79,9,302634.0,1
271984.0,2,883948.0,1
11.76,4,31752.0,1
77.52,2,379848.0,1
48.64,2,15808.0,1
1.81,1,6516.0,1
8.26,2,38822.0,1
43.56,5,3267.0,1
5.84,2,0.73,1
271764.0,2,60392.0,1
262.24,2,78672.0,1
182.72,8,840512.0,1
131.6,7,7896.0,1
22.72,4,7384.0,1
558.4,2,41.88,1
15.24,4,6858.0,1
1408.1,10,394268.0,1
32896.0,4,111024.0,1
215148.0,2,-1039882.0,1
30.96,6,11223.0,1
29.79,3,86391.0,1
128.9,2,15468.0,1
60.12,9,288576.0,1
24816.0,3,83754.0,1
14976.0,6,54288.0,1
15.08,2,-22.62,1
24288.0,3,-127512.0,1
16192.0,2,-85008.0,1
251006.0,2,-681302.0,1
54192.0,6,40644.0,1
4304.0,1,15602.0,1
108.92,14,49014.0,1
16.74,3,8.37,1
2504.74,7,626185.0,1
84784.0,2,-169568.0,1
29.9,5,5083.0,1
70.88,2,333136.0,1
3.76,2,10904.0,1
27264.0,2,88608.0,1
56.65,5,243595.0,1
14.97,1,41916.0,1
4.02,2,19698.0,1
471.92,2,29495.0,1
58.72,4,270112.0,1
5.16,3,8385.0,1
16496.0,2,55674.0,1
71976.0,3,197934.0,1
22512.0,3,22512.0,1
3444.0,2,-27552.0,1
538194.0,2,-4126154.0,1
47984.0,2,143952.0,1
492768.0,4,554364.0,1
286.79,7,745654.0,1
5.08,1,1651.0,1
47992.0,1,71988.0,1
61.96,2,161096.0,1
361.96,2,832508.0,1
278.82,9,125469.0,1
133.38,6,586872.0,1
47952.0,3,161838.0,1
16.74,2,43524.0,1
10848.0,2,35256.0,1
18544.0,2,30134.0,1
180.98,1,470548.0,1
99.98,2,429914.0,1
34.95,5,15378.0,1
152.0,5,69.92,1
92.52,9,18504.0,1
8.56,2,24824.0,1
45.36,7,217728.0,1
1421664.0,6,-1954788.0,1
8.96,2,27776.0,1
579.95,5,1681855.0,1
29.12,4,125216.0,1
1202.94,3,300735.0,1
7.92,4,3564.0,1
36192.0,1,27144.0,1
147184.0,2,-294368.0,1
408422.0,2,-58346.0,1
382116.0,6,-927996.0,1
68.6,5,62025.0,1
435504.0,3,489942.0,1
11168.0,2,37692.0,1
72.0,4,12.96,1
655.9,5,275478.0,1
603.92,4,181176.0,1
513024.0,2,128256.0,1
487.92,6,1366176.0,1
15.24,5,5334.0,1
209.97,3,713898.0,1
62.94,3,302112.0,1
25.92,9,7776.0,1
10368.0,2,36288.0,1
95736.0,3,203439.0,1
900.08,4,1170104.0,1
201584.0,2,201584.0,1
3392.0,4,-5088.0,1
1930656.0,4,-198744.0,1
15552.0,3,54432.0,1
11648.0,2,40768.0,1
418.8,2,-97.72,1
509488.0,7,-127372.0,1
825174.0,9,-117882.0,1
17.76,3,5.55,1
6912.0,3,864.0,1
66.3,3,8619.0,1
30816.0,9,9.63,1
44784.0,2,44784.0,1
569536.0,4,640728.0,1
796425.0,7,-5256405.0,1
12832.0,2,43308.0,1
40.46,7,198254.0,1
404.94,3,1093338.0,1
116.0,8,29.0,1
657552.0,6,493164.0,1
599.97,3,2579871.0,1
38.97,3,7794.0,1
45.84,8,220032.0,1
